0.2,0.2,0.248818,0.289914,1,0.274601,0.29104,1
0.2,0.2,0.207697,0.239633,1,0.225828,0.239995,1
0.2,0.2,0.224816,0.222881,1,0.22124,0.218203,1
0.2,0.2,0.21337,0.225627,1,0.223842,0.238704,1
0.2,0.2,0.231793,0.245262,1,0.226889,0.231207,1
0.2,0.2,0.195264,0.212547,1,0.199886,0.213305,1
0.2,0.2,0.203395,0.21875,1,0.205163,0.218999,1
0.2,0.2,0.197023,0.205521,1,0.195296,0.21586,1
0.2,0.2,0.207088,0.228907,1,0.197334,0.204607,1
0.2,0.2,0.204904,0.209425,1,0.199919,0.214561,1
0.2,0.2,0.208406,0.220106,1,0.193075,0.218242,1
0.2,0.2,0.211084,0.219208,1,0.195923,0.224564,1
0.2,0.2,0.215025,0.22578,1,0.198621,0.224697,1
0.2,0.2,0.207019,0.224459,1,0.191526,0.215611,1
0.8,0.2,0.700665,0.155253,1,0.733236,0.155568,1
0.8,0.2,0.806542,0.156679,1,0.826647,0.161861,1
0.8,0.2,0.806589,0.146467,1,0.810751,0.158588,1
0.8,0.2,0.805212,0.155988,1,0.81461,0.168066,1
0.8,0.2,0.810832,0.134703,1,0.820184,0.154485,1
0.8,0.2,0.811886,0.158551,1,0.803014,0.175473,1
0.8,0.2,0.805684,0.159355,1,0.824374,0.139542,1
0.5,0.5,0.5131,0.402851,1,0.558851,0.390654,1
0.5,0.5,0.488793,0.488968,1,0.513992,0.491956,1
0.5,0.5,0.493429,0.49224,1,0.511801,0.49044,1
0.5,0.5,0.492278,0.498853,1,0.515929,0.510289,1
0.5,0.5,0.489775,0.486972,1,0.510844,0.490395,1
0.5,0.5,0.492437,0.496428,1,0.512837,0.495377,1
0.5,0.5,0.486497,0.49104,1,0.512399,0.498558,1
0.5,0.5,0.489796,0.49778,1,0.512197,0.512699,1
0.5,0.5,0.495703,0.528414,1,0.504384,0.526653,1
0.5,0.5,0.494844,0.527475,1,0.499529,0.531245,1
0.5,0.5,0.497985,0.534136,1,0.503589,0.530309,1
0.5,0.5,0.500782,0.532046,1,0.508488,0.543495,1
0.5,0.5,0.499118,0.532178,1,0.497078,0.522032,1
0.5,0.5,0.498122,0.542802,1,0.500982,0.53596,1
0.5,0.5,0.488356,0.546341,1,0.512315,0.555978,1
0.2,0.8,0.259123,0.689752,1,0.253028,0.678273,1
0.2,0.8,0.217365,0.77349,1,0.203469,0.77784,1
0.2,0.8,0.227698,0.809818,1,0.210548,0.814797,1
0.2,0.8,0.215527,0.805795,1,0.209715,0.817376,1
0.2,0.8,0.231373,0.807207,1,0.214307,0.807609,1
0.2,0.8,0.234283,0.808817,1,0.214537,0.810585,1
0.2,0.8,0.225433,0.797903,1,0.209125,0.807299,1
0.2,0.8,0.228341,0.808812,1,0.203047,0.822221,1
0.2,0.8,0.216551,0.794506,1,0.203061,0.803945,1
0.2,0.8,0.214108,0.797383,1,0.20027,0.806041,1
0.2,0.8,0.223484,0.801702,1,0.20034,0.819046,1
0.2,0.8,0.222649,0.805793,1,0.19582,0.812155,1
0.2,0.8,0.217519,0.810521,1,0.197267,0.800427,1
0.2,0.8,0.214736,0.805891,1,0.184219,0.801327,1
0.8,0.8,0.605523,0.807957,1,0.61279,0.795126,1
0.8,0.8,0.758088,0.818386,1,0.7572,0.802921,1
0.8,0.8,0.772731,0.829723,1,0.769925,0.837741,1
0.8,0.8,0.777647,0.824481,1,0.762513,0.815126,1
0.8,0.8,0.780061,0.824689,1,0.75442,0.820582,1
0.8,0.8,0.77787,0.825628,1,0.77354,0.81659,1
0.8,0.8,0.774712,0.83155,1,0.758993,0.82537,1
0.8,0.8,0.797865,0.826416,1,0.767284,0.798998,1
0.8,0.8,0.789311,0.82529,1,0.788721,0.800025,1
0.8,0.8,0.794331,0.815865,1,0.776552,0.801433,1
0.8,0.8,0.783344,0.824063,1,0.780787,0.808621,1
0.8,0.8,0.780762,0.816516,1,0.779018,0.769456,1
0.8,0.8,0.785441,0.823423,1,0.783578,0.80536,1
